name_with_owner,url,stars,created_at,pushed_at,closed_issues,total_issues,age_years,age_days,merged_pull_requests,releases,days_since_update,primary_language,closed_issues_ratio
earendil-works/pi,https://github.com/earendil-works/pi,93107,2025-08-09T14:03:50+00:00,2026-08-18T18:54:05+00:00,5081,5171,1.02,374.36,904,255,0.16,TypeScript,0.9826
punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,92533,2024-11-30T04:49:10+00:00,2026-08-17T21:28:42+00:00,551,554,1.72,626.75,3391,0,1.05,Undefined,0.9946
deepseek-ai/DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,92031,2025-01-20T11:57:28+00:00,2025-06-27T08:35:54+00:00,716,729,1.58,575.45,10,1,417.59,Undefined,0.9822
3b1b/manim,https://github.com/3b1b/manim,91618,2015-03-22T18:50:58+00:00,2026-08-18T21:03:49+00:00,775,1237,11.41,4167.16,702,13,0.07,Python,0.6265
thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,91152,2025-08-31T20:50:03+00:00,2026-08-18T18:01:06+00:00,1910,1927,0.96,352.08,509,307,0.2,JavaScript,0.9912
storybookjs/storybook,https://github.com/storybookjs/storybook,90872,2016-03-18T04:23:44+00:00,2026-08-18T20:53:22+00:00,12960,14532,10.42,3805.77,13127,1000,0.08,TypeScript,0.8918
ruvnet/RuView,https://github.com/ruvnet/RuView,90785,2025-06-07T04:32:30+00:00,2026-08-18T20:34:00+00:00,432,467,1.2,437.76,401,283,0.09,Rust,0.9251
opencv/opencv,https://github.com/opencv/opencv,90489,2012-07-19T09:40:17+00:00,2026-08-18T16:15:05+00:00,9096,11636,14.08,5143.55,14055,69,0.27,C++,0.7817
louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,90317,2021-07-03T01:02:42+00:00,2026-08-18T08:58:29+00:00,4224,4931,5.13,1872.91,1816,131,0.58,JavaScript,0.8566
PanJiaChen/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,90204,2017-04-17T03:35:49+00:00,2024-10-24T11:25:46+00:00,2357,3613,9.34,3410.8,311,49,663.47,Vue,0.6524
home-assistant/core,https://github.com/home-assistant/core,89958,2013-09-17T07:29:48+00:00,2026-08-18T21:50:50+00:00,70396,73298,12.92,4718.64,90097,1000,0.04,Python,0.9604
bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,89938,2010-12-19T15:16:43+00:00,2026-08-18T16:19:53+00:00,8840,9171,15.66,5721.31,16820,68,0.27,C++,0.9639
mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,89832,2014-11-01T23:52:32+00:00,2026-08-18T15:00:01+00:00,2341,3780,11.79,4307.96,2815,201,0.32,TypeScript,0.6193
Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,89806,2023-01-27T18:22:42+00:00,2026-08-18T22:38:12+00:00,1494,1859,3.56,1299.18,4108,186,0.01,Java,0.8037
sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,89761,2018-12-24T14:30:48+00:00,2026-08-18T05:34:09+00:00,1078,1176,7.65,2794.35,744,2,0.72,Python,0.9167
modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,89666,2024-11-19T01:10:17+00:00,2026-08-18T16:04:56+00:00,934,1178,1.75,637.9,1228,27,0.28,TypeScript,0.7929
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,89492,2021-03-03T01:34:05+00:00,2026-08-12T11:03:44+00:00,163,165,5.46,1994.88,496,0,6.49,Jupyter Notebook,0.9879
gohugoio/hugo,https://github.com/gohugoio/hugo,89445,2013-07-04T15:26:26+00:00,2026-08-18T08:30:09+00:00,7992,8208,13.12,4793.31,3481,381,0.6,Go,0.9737
vllm-project/vllm,https://github.com/vllm-project/vllm,89375,2023-02-09T11:23:20+00:00,2026-08-18T22:34:53+00:00,15238,17390,3.52,1286.48,20058,103,0.01,Python,0.8763
gin-gonic/gin,https://github.com/gin-gonic/gin,89079,2014-06-16T23:57:25+00:00,2026-08-15T05:44:19+00:00,1797,2401,12.17,4445.95,1248,29,3.71,Go,0.7484
nexu-io/open-design,https://github.com/nexu-io/open-design,88869,2026-04-28T04:25:20+00:00,2026-08-18T18:31:24+00:00,1360,1808,0.31,112.77,2865,27,0.18,TypeScript,0.7522
astral-sh/uv,https://github.com/astral-sh/uv,88856,2023-10-02T20:24:11+00:00,2026-08-18T22:02:07+00:00,6868,9228,2.88,1051.1,10128,303,0.03,Rust,0.7443
zed-industries/zed,https://github.com/zed-industries/zed,88841,2021-02-20T03:01:06+00:00,2026-08-18T22:34:03+00:00,20002,22516,5.49,2005.82,26419,1000,0.01,Rust,0.8883
infiniflow/ragflow,https://github.com/infiniflow/ragflow,88767,2023-12-12T06:13:13+00:00,2026-08-18T14:48:40+00:00,6326,7632,2.68,980.69,8457,52,0.33,Go,0.8289
localsend/localsend,https://github.com/localsend/localsend,88658,2022-12-16T00:46:07+00:00,2026-08-17T23:20:00+00:00,798,1779,3.67,1341.92,732,26,0.98,Dart,0.4486
ChatGPTNextWeb/NextChat,https://github.com/ChatGPTNextWeb/NextChat,88620,2023-03-10T18:27:54+00:00,2026-08-11T02:07:25+00:00,2906,3613,3.44,1257.18,912,77,7.86,TypeScript,0.8043
MunGell/awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,88499,2015-10-24T19:53:36+00:00,2026-07-25T07:00:20+00:00,194,214,10.82,3951.12,484,0,24.66,Undefined,0.9065
django/django,https://github.com/django/django,88476,2012-04-28T02:47:18+00:00,2026-08-18T18:09:39+00:00,0,0,14.31,5225.83,10689,0,0.19,Python,0.0
addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,88363,2026-02-15T20:20:26+00:00,2026-08-14T18:51:33+00:00,75,134,0.5,184.1,133,9,4.16,JavaScript,0.5597
sveltejs/svelte,https://github.com/sveltejs/svelte,87976,2016-11-20T18:13:05+00:00,2026-08-18T17:44:32+00:00,8207,9170,9.74,3558.19,6784,635,0.21,JavaScript,0.895
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,87879,2020-05-08T10:38:16+00:00,2026-07-22T11:59:34+00:00,10558,10718,6.28,2293.51,3199,33,27.45,Python,0.9851
syncthing/syncthing,https://github.com/syncthing/syncthing,87760,2013-11-26T09:48:21+00:00,2026-08-18T11:51:57+00:00,5602,5960,12.73,4648.54,2929,478,0.46,Go,0.9399
ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,87301,2023-09-18T20:52:03+00:00,2025-04-04T17:30:30+00:00,20,64,2.92,1065.08,23,0,501.22,Undefined,0.3125
odysseus-dev/odysseus,https://github.com/odysseus-dev/odysseus,85654,2026-05-31T14:05:51+00:00,2026-08-18T14:19:34+00:00,1105,2075,0.22,79.36,1430,0,0.35,Python,0.5325
laravel/laravel,https://github.com/laravel/laravel,84820,2011-06-08T03:06:08+00:00,2026-08-18T13:45:25+00:00,0,0,15.2,5550.82,1710,227,0.38,Blade,0.0
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,84720,2025-06-22T08:02:17+00:00,2026-08-10T16:38:36+00:00,98,365,1.16,422.61,192,3,8.26,TypeScript,0.2685
macrozheng/mall,https://github.com/macrozheng/mall,84576,2018-04-04T01:11:44+00:00,2026-05-14T08:32:05+00:00,494,506,8.37,3058.9,1,3,96.59,Java,0.9763
OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,84421,2024-03-13T03:33:31+00:00,2026-08-18T21:59:30+00:00,4232,4519,2.43,888.8,7492,133,0.03,TypeScript,0.9365
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,84144,2019-10-03T17:31:21+00:00,2025-12-27T14:22:30+00:00,71,108,6.88,2511.22,309,0,234.35,Python,0.6574
DopplerHQ/awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,84106,2015-11-28T09:48:17+00:00,2024-07-29T14:21:23+00:00,34,61,10.72,3916.54,175,0,750.35,Undefined,0.5574
realworld-apps/realworld,https://github.com/realworld-apps/realworld,84103,2016-02-26T20:49:53+00:00,2026-08-13T21:19:04+00:00,523,549,10.48,3826.08,435,0,5.06,TypeScript,0.9526
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,83105,2016-10-21T17:02:11+00:00,2026-07-07T17:42:10+00:00,0,0,9.82,3588.24,283,0,42.21,Undefined,0.0
koala73/worldmonitor,https://github.com/koala73/worldmonitor,82959,2026-01-08T17:26:06+00:00,2026-08-18T22:33:27+00:00,1384,1628,0.61,222.22,4614,43,0.01,TypeScript,0.8501
animate-css/animate.css,https://github.com/animate-css/animate.css,82733,2011-10-12T10:07:38+00:00,2024-07-29T19:34:21+00:00,843,886,14.85,5424.53,315,22,750.13,CSS,0.9515
junegunn/fzf,https://github.com/junegunn/fzf,82568,2013-10-23T16:04:23+00:00,2026-08-17T03:11:26+00:00,2939,3205,12.82,4682.28,687,84,1.82,Go,0.917
fighting41love/funNLP,https://github.com/fighting41love/funNLP,82526,2018-08-21T11:20:39+00:00,2024-05-10T07:38:24+00:00,48,92,7.99,2919.48,14,0,830.63,Python,0.5217
vitejs/vite,https://github.com/vitejs/vite,82395,2020-04-21T05:03:57+00:00,2026-08-18T10:12:59+00:00,8292,8793,6.33,2310.74,6595,713,0.52,TypeScript,0.943
tonsky/FiraCode,https://github.com/tonsky/FiraCode,81930,2014-11-11T19:32:38+00:00,2026-07-28T17:02:16+00:00,965,1387,11.77,4298.14,145,29,21.24,Clojure,0.6957
lobehub/lobehub,https://github.com/lobehub/lobehub,81809,2023-05-21T07:19:12+00:00,2026-08-18T20:10:11+00:00,6102,6399,3.25,1185.64,7869,1000,0.11,TypeScript,0.9536
mlabonne/llm-course,https://github.com/mlabonne/llm-course,81781,2023-06-17T22:16:25+00:00,2026-02-05T13:09:26+00:00,33,99,3.17,1158.02,2,0,194.4,Undefined,0.3333
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,81442,2018-05-19T00:53:06+00:00,2026-08-18T18:53:35+00:00,1843,2698,8.25,3013.91,2046,186,0.16,Go,0.6831
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot,81315,2012-10-19T15:02:57+00:00,2026-08-17T19:53:26+00:00,42419,42943,13.83,5051.32,200,352,1.12,Java,0.9878
bytedance/deer-flow,https://github.com/bytedance/deer-flow,80260,2025-05-07T02:50:19+00:00,2026-08-18T15:14:17+00:00,1310,1871,1.28,468.83,1774,1,0.31,Python,0.7002
netdata/netdata,https://github.com/netdata/netdata,80220,2013-06-17T18:39:10+00:00,2026-08-18T17:11:17+00:00,8114,8306,13.17,4810.17,12915,138,0.23,Go,0.9769
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,80149,2016-10-18T07:29:07+00:00,2026-08-09T13:38:47+00:00,0,0,9.83,3591.64,560,5,9.38,Python,0.0
hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,80054,2019-08-21T13:15:24+00:00,2026-08-16T19:17:55+00:00,1938,2504,6.99,2554.4,2140,107,2.15,TypeScript,0.774
TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,79987,2020-01-05T04:11:06+00:00,2025-10-18T13:39:24+00:00,80,188,6.62,2417.78,1,0,304.38,Roff,0.4255
anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,79830,2020-07-09T10:34:22+00:00,2026-07-31T00:50:25+00:00,1227,1395,6.11,2231.51,1569,0,18.91,JavaScript,0.8796
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,79790,2017-08-23T04:40:24+00:00,2024-07-30T09:32:19+00:00,0,0,8.99,3282.76,1019,16,749.55,Python,0.0
Egonex-AI/Understand-Anything,https://github.com/Egonex-AI/Understand-Anything,79733,2026-03-15T02:30:51+00:00,2026-08-11T14:13:37+00:00,135,242,0.43,156.85,123,8,7.36,TypeScript,0.5579
doocs/advanced-java,https://github.com/doocs/advanced-java,79061,2018-10-06T11:38:30+00:00,2026-06-25T02:21:18+00:00,149,149,7.87,2873.46,94,1,54.85,Java,1.0
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,79028,2020-04-11T09:21:31+00:00,2026-08-02T16:54:01+00:00,406,521,6.35,2320.56,59,0,16.25,Python,0.7793
coder/code-server,https://github.com/coder/code-server,78932,2019-02-27T16:50:41+00:00,2026-08-18T00:01:59+00:00,3717,3864,7.47,2729.25,1750,253,0.95,TypeScript,0.962
ventoy/Ventoy,https://github.com/ventoy/Ventoy,78806,2020-03-10T15:19:19+00:00,2026-08-06T04:51:23+00:00,1935,2831,6.44,2352.31,302,115,12.75,C,0.6835
paperclipai/paperclip,https://github.com/paperclipai/paperclip,78800,2026-03-02T15:01:51+00:00,2026-08-18T22:14:19+00:00,770,2869,0.46,169.32,1752,20,0.02,TypeScript,0.2684
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,78617,2024-05-09T09:48:50+00:00,2026-08-18T13:48:30+00:00,984,1019,2.28,831.54,221,20,0.37,Python,0.9657
awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,78143,2014-11-20T06:20:50+00:00,2026-08-04T19:54:53+00:00,49,131,11.74,4289.69,188,1,14.12,Undefined,0.374
opendatalab/MinerU,https://github.com/opendatalab/MinerU,77922,2024-02-29T08:52:34+00:00,2026-08-17T21:33:44+00:00,2284,2338,2.47,901.58,1539,186,1.05,Python,0.9769
elastic/elasticsearch,https://github.com/elastic/elasticsearch,77827,2010-02-08T13:20:56+00:00,2026-08-18T22:25:22+00:00,42304,46976,16.52,6035.39,95483,260,0.02,Java,0.9005
Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,77734,2026-02-19T21:44:05+00:00,2026-08-17T22:57:24+00:00,12,41,0.49,180.04,8,0,0.99,JavaScript,0.2927
tensorflow/models,https://github.com/tensorflow/models,77651,2016-02-05T01:15:20+00:00,2026-08-17T23:06:28+00:00,6246,7322,10.53,3847.9,2345,51,0.99,Python,0.853
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,77557,2022-12-16T16:04:50+00:00,2026-03-11T20:09:13+00:00,74,255,3.67,1341.28,342,0,160.11,MDX,0.2902
nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,77403,2023-03-27T18:49:32+00:00,2025-05-27T20:05:19+00:00,1494,2224,3.4,1240.17,938,38,448.11,C++,0.6718
FortAwesome/Font-Awesome,https://github.com/FortAwesome/Font-Awesome,76842,2012-02-17T14:19:43+00:00,2026-07-15T18:15:53+00:00,19643,19933,14.5,5296.35,222,65,34.19,JavaScript,0.9855
MisterBooo/LeetCodeAnimation,https://github.com/MisterBooo/LeetCodeAnimation,76695,2018-12-06T08:01:22+00:00,2026-06-12T13:49:06+00:00,43,61,7.7,2812.62,63,0,67.37,Java,0.7049
rtk-ai/rtk,https://github.com/rtk-ai/rtk,76535,2026-01-22T16:54:16+00:00,2026-08-17T01:10:18+00:00,448,1426,0.57,208.25,549,279,1.9,Rust,0.3142
nestjs/nest,https://github.com/nestjs/nest,76397,2017-02-04T20:12:52+00:00,2026-08-17T18:33:39+00:00,5854,5860,9.53,3482.11,8695,158,1.18,TypeScript,0.999
grafana/grafana,https://github.com/grafana/grafana,76295,2013-12-11T15:59:56+00:00,2026-08-18T22:27:20+00:00,42167,44912,12.69,4633.28,69393,640,0.01,TypeScript,0.9389
sdmg15/Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,76273,2017-03-05T20:25:17+00:00,2025-09-16T18:34:24+00:00,105,185,9.45,3453.1,430,0,336.18,Undefined,0.5676
redis/redis,https://github.com/redis/redis,76031,2009-03-21T22:32:25+00:00,2026-08-18T15:42:48+00:00,4799,7060,17.41,6359.01,4759,150,0.3,C,0.6797
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,75984,2014-08-12T18:04:59+00:00,2026-08-17T06:09:36+00:00,2329,2765,12.02,4389.2,1467,36,1.69,C++,0.8423
ocornut/imgui,https://github.com/ocornut/imgui,75709,2014-07-21T14:29:47+00:00,2026-08-18T10:47:20+00:00,5874,6920,12.08,4411.35,427,122,0.5,C++,0.8488
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,75692,2021-06-16T12:56:48+00:00,2026-08-11T13:01:19+00:00,3318,4211,5.17,1889.41,3895,142,7.41,Dart,0.7879
typicode/json-server,https://github.com/typicode/json-server,75689,2013-11-27T13:21:13+00:00,2026-03-23T19:40:00+00:00,576,1193,12.72,4647.39,171,49,148.13,JavaScript,0.4828
openai/openai-cookbook,https://github.com/openai/openai-cookbook,75328,2022-03-11T02:08:53+00:00,2026-08-18T20:16:19+00:00,742,821,4.44,1621.86,1081,0,0.11,Jupyter Notebook,0.9038
obsproject/obs-studio,https://github.com/obsproject/obs-studio,75158,2013-10-01T02:40:31+00:00,2026-08-15T00:34:08+00:00,4389,5187,12.88,4704.84,5563,247,3.93,C,0.8462
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,75024,2021-10-20T13:43:42+00:00,2026-08-13T14:21:23+00:00,108,238,4.83,1763.38,319,5,5.35,HTML,0.4538
caddyserver/caddy,https://github.com/caddyserver/caddy,75004,2015-01-13T19:45:03+00:00,2026-08-16T11:06:04+00:00,4401,4600,11.6,4235.13,2392,136,2.49,Go,0.9567
D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,74976,2024-10-13T20:29:53+00:00,2026-08-18T22:13:35+00:00,148,149,1.85,674.1,103,52,0.02,Python,0.9933
shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,74584,2025-06-29T15:34:15+00:00,2026-08-18T17:42:28+00:00,164,199,1.14,415.3,82,0,0.21,Python,0.8241
python/cpython,https://github.com/python/cpython,74403,2017-02-10T19:23:51+00:00,2026-08-18T22:01:36+00:00,70696,77721,9.52,3476.14,62643,0,0.03,Python,0.9096
enaqx/awesome-react,https://github.com/enaqx/awesome-react,74325,2014-08-06T05:31:44+00:00,2026-07-20T07:31:52+00:00,122,127,12.03,4395.72,798,0,29.64,Undefined,0.9606
apache/superset,https://github.com/apache/superset,74298,2015-07-21T18:55:34+00:00,2026-08-18T22:37:35+00:00,12449,12655,11.08,4046.16,19682,267,0.01,Python,0.9837
hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,74203,2023-05-28T10:09:12+00:00,2026-08-18T11:49:47+00:00,7034,8029,3.23,1178.53,1019,36,0.46,Python,0.8761
abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,74186,2023-11-14T17:53:32+00:00,2026-08-14T17:20:50+00:00,284,405,2.76,1008.2,83,0,4.23,Python,0.7012
josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,74064,2014-07-15T19:11:19+00:00,2026-08-11T21:49:59+00:00,117,118,12.09,4417.15,928,0,7.04,Python,0.9915
Eugeny/tabby,https://github.com/Eugeny/tabby,73984,2016-12-23T09:06:10+00:00,2026-08-18T04:03:25+00:00,3622,6324,9.65,3525.57,1580,209,0.78,TypeScript,0.5727
unionlabs/union,https://github.com/unionlabs/union,73849,2023-05-16T22:33:39+00:00,2026-07-25T18:20:02+00:00,1714,1842,3.26,1190.01,3128,113,24.19,Rust,0.9305
twitter/the-algorithm,https://github.com/twitter/the-algorithm,73817,2023-03-27T14:57:57+00:00,2025-09-08T18:40:54+00:00,752,1082,3.4,1240.33,2,0,344.17,Scala,0.695
datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,73603,2025-09-07T09:50:24+00:00,2026-08-18T06:51:35+00:00,247,308,0.95,345.54,171,3,0.66,Python,0.8019
unslothai/unsloth,https://github.com/unslothai/unsloth,73570,2023-11-29T16:50:09+00:00,2026-08-18T22:24:26+00:00,3262,4165,2.72,993.25,3485,54,0.02,Python,0.7832
thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,73562,2017-10-16T10:12:36+00:00,2026-08-14T05:59:25+00:00,152,155,8.84,3228.52,180,2,4.7,MDX,0.9806
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue,73541,2015-10-20T00:16:14+00:00,2026-07-24T10:16:04+00:00,193,234,10.83,3955.94,3655,0,25.52,Undefined,0.8248
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,73371,2017-12-27T03:46:40+00:00,2026-01-04T03:51:47+00:00,0,0,8.64,3156.79,37,0,226.79,Undefined,0.0
CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,73304,2022-08-10T14:36:44+00:00,2024-06-18T01:53:49+00:00,200,740,4.02,1469.34,5,0,791.87,Jupyter Notebook,0.2703
strapi/strapi,https://github.com/strapi/strapi,72962,2015-09-30T15:34:48+00:00,2026-08-18T15:57:57+00:00,11942,12197,10.88,3975.3,10372,540,0.28,TypeScript,0.9791
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,72918,2012-02-19T01:30:18+00:00,2026-08-18T13:47:29+00:00,319,327,14.5,5294.89,709,30,0.38,PHP,0.9755
fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,72821,2014-07-17T08:51:11+00:00,2026-08-04T08:08:58+00:00,360,593,12.09,4415.58,883,0,14.61,Undefined,0.6071
Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,72800,2026-02-24T02:10:24+00:00,2026-08-12T03:39:49+00:00,139,204,0.48,175.86,172,7,6.8,Python,0.6814
ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,72748,2025-10-17T07:15:01+00:00,2026-08-10T21:45:44+00:00,11,143,0.84,305.65,38,0,8.04,Python,0.0769
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,72559,2024-11-28T10:42:52+00:00,2026-08-18T11:47:04+00:00,124,125,1.72,628.5,505,0,0.46,Jupyter Notebook,0.992
NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,72498,2019-03-01T03:27:48+00:00,2026-08-18T16:16:20+00:00,4579,6126,7.47,2727.81,583,55,0.27,Java,0.7475
juliangarnier/anime,https://github.com/juliangarnier/anime,72226,2016-03-13T21:37:45+00:00,2026-08-17T22:01:29+00:00,752,849,10.43,3810.05,87,37,1.03,JavaScript,0.8857
hakimel/reveal.js,https://github.com/hakimel/reveal.js,72145,2011-06-07T18:54:22+00:00,2026-05-21T19:20:20+00:00,1710,2513,15.2,5551.16,415,51,89.14,JavaScript,0.6805
pallets/flask,https://github.com/pallets/flask,72140,2010-04-06T11:11:59+00:00,2026-08-16T18:35:35+00:00,2762,2762,16.37,5978.48,1633,38,2.18,Python,1.0
chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,72104,2014-04-03T15:45:02+00:00,2026-07-15T02:29:53+00:00,0,0,12.38,4520.29,0,0,34.85,Assembly,0.0
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,72008,2020-12-20T10:46:38+00:00,2026-07-30T17:33:42+00:00,2274,2325,5.66,2067.5,4303,56,19.22,Python,0.9781
moby/moby,https://github.com/moby/moby,71984,2013-01-18T18:10:57+00:00,2026-08-18T16:07:50+00:00,20309,23589,13.58,4960.19,23037,308,0.28,Go,0.861
daytonaio/daytona,https://github.com/daytonaio/daytona,71969,2024-02-06T08:21:20+00:00,2026-07-24T07:12:07+00:00,932,1244,2.53,924.6,2505,205,25.65,Undefined,0.7492
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,71735,2014-08-26T15:52:15+00:00,2026-08-18T22:37:54+00:00,6775,6898,11.98,4375.29,9740,218,0.01,C++,0.9822
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,71656,2022-07-31T18:45:21+00:00,2026-08-18T15:26:50+00:00,3395,3997,4.05,1479.17,9350,566,0.31,TypeScript,0.8494
nektos/act,https://github.com/nektos/act,71542,2019-01-02T19:53:43+00:00,2026-08-09T22:50:11+00:00,1082,1343,7.63,2785.12,1061,97,9.0,Go,0.8057
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,71316,2019-11-19T17:24:16+00:00,2026-08-12T20:53:22+00:00,90,178,6.75,2464.22,144,0,6.08,Python,0.5056
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,71199,2023-03-20T09:05:13+00:00,2026-01-25T12:33:10+00:00,1486,1784,3.42,1247.57,228,32,205.43,Python,0.833
666ghj/MiroFish,https://github.com/666ghj/MiroFish,71164,2025-11-26T04:23:02+00:00,2026-08-17T05:17:34+00:00,337,397,0.73,265.77,27,3,1.73,Python,0.8489
prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,70506,2014-11-15T18:36:49+00:00,2023-05-04T12:49:34+00:00,41,86,11.76,4294.17,194,0,1202.42,Undefined,0.4767
ansible/ansible,https://github.com/ansible/ansible,70341,2012-03-06T14:58:02+00:00,2026-08-11T21:53:38+00:00,32913,33436,14.45,5278.33,40060,252,7.04,Python,0.9844
swiftlang/swift,https://github.com/swiftlang/swift,70256,2015-10-23T21:15:07+00:00,2026-08-18T21:48:26+00:00,10500,18139,10.82,3952.06,60673,70,0.04,Swift,0.5789
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,69882,2023-06-30T09:04:55+00:00,2026-01-21T10:12:33+00:00,958,974,3.14,1145.57,673,22,209.52,Python,0.9836
expressjs/express,https://github.com/expressjs/express,69381,2009-06-26T18:56:01+00:00,2026-08-01T09:58:10+00:00,3961,4067,17.14,6262.16,550,165,17.53,JavaScript,0.9739
base/node,https://github.com/base/node,68430,2023-02-01T13:55:02+00:00,2026-07-22T19:00:12+00:00,370,379,3.54,1294.37,275,86,27.16,Shell,0.9763
ruvnet/ruflo,https://github.com/ruvnet/ruflo,68215,2025-06-02T21:24:20+00:00,2026-08-18T13:50:37+00:00,1060,1628,1.21,442.06,565,1000,0.37,TypeScript,0.6511
openinterpreter/openinterpreter,https://github.com/openinterpreter/openinterpreter,68059,2023-07-14T07:10:44+00:00,2026-08-18T20:37:17+00:00,1100,1102,3.1,1131.65,435,64,0.09,Rust,0.9982
code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,68040,2025-12-03T01:40:05+00:00,2026-08-18T21:57:27+00:00,2087,2549,0.71,258.88,2629,235,0.03,TypeScript,0.8188
chartjs/Chart.js,https://github.com/chartjs/Chart.js,67641,2013-03-17T23:56:36+00:00,2026-05-27T21:17:31+00:00,6819,7318,13.42,4901.95,3018,117,83.06,JavaScript,0.9318
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,67380,2016-03-11T02:02:33+00:00,2026-08-04T13:59:44+00:00,1702,1820,10.44,3812.86,571,75,14.37,Rust,0.9352
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,67310,2020-08-25T02:29:34+00:00,2026-01-22T04:26:00+00:00,115,143,5.98,2184.85,104,0,208.77,Python,0.8042
apache/echarts,https://github.com/apache/echarts,67092,2013-04-03T03:18:59+00:00,2026-08-04T09:07:09+00:00,18017,19383,13.38,4885.81,1524,125,14.57,TypeScript,0.9295
gorhill/uBlock,https://github.com/gorhill/uBlock,67063,2015-04-01T17:51:11+00:00,2026-08-18T17:11:58+00:00,3433,3446,11.38,4157.21,0,288,0.23,JavaScript,0.9962
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,66971,2010-08-17T09:43:38+00:00,2026-08-18T13:49:34+00:00,10703,12245,16.0,5845.54,14709,50,0.37,Python,0.8741
