name_with_owner,url,stars,created_at,pushed_at,closed_issues,total_issues,age_years,age_days,merged_pull_requests,releases,days_since_update,primary_language,closed_issues_ratio
PDFMathTranslate/PDFMathTranslate,https://github.com/PDFMathTranslate/PDFMathTranslate,36213,2024-09-06T06:56:03+00:00,2026-08-18T17:35:53+00:00,757,881,1.95,711.66,154,24,0.22,Python,0.8593
AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,36197,2016-07-06T10:31:47+00:00,2026-08-18T17:33:03+00:00,4894,6050,10.12,3695.51,125,244,0.22,TypeScript,0.8089
jax-ml/jax,https://github.com/jax-ml/jax,36174,2018-10-25T21:25:02+00:00,2026-08-18T21:24:48+00:00,5505,7231,7.81,2854.06,20700,140,0.06,Python,0.7613
hashicorp/vault,https://github.com/hashicorp/vault,36136,2015-02-25T00:15:59+00:00,2026-08-18T21:04:45+00:00,5429,6583,11.48,4192.94,21334,182,0.07,Go,0.8247
pnpm/pnpm,https://github.com/pnpm/pnpm,36131,2016-01-28T07:40:43+00:00,2026-08-18T21:19:19+00:00,3835,6164,10.56,3855.63,4730,1000,0.06,Rust,0.6222
firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,36128,2017-10-19T06:18:47+00:00,2026-08-18T22:24:47+00:00,1457,1509,8.83,3225.69,3695,90,0.02,Rust,0.9655
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,36091,2020-05-29T05:47:09+00:00,2023-06-13T04:13:17+00:00,33,44,6.22,2272.71,26,0,1162.77,Java,0.75
carbon-app/carbon,https://github.com/carbon-app/carbon,36087,2017-06-16T02:50:28+00:00,2026-02-10T05:07:19+00:00,629,695,9.17,3350.83,669,215,189.74,JavaScript,0.905
lerna/lerna,https://github.com/lerna/lerna,36050,2015-12-04T09:36:55+00:00,2026-08-17T09:58:06+00:00,2418,2702,10.71,3910.55,1079,252,1.53,TypeScript,0.8949
slatedocs/slate,https://github.com/slatedocs/slate,36040,2013-09-13T22:15:24+00:00,2026-02-01T05:54:12+00:00,559,609,12.93,4722.02,298,28,198.7,Undefined,0.9179
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,35991,2013-10-26T16:09:37+00:00,2025-06-24T16:15:03+00:00,458,623,12.81,4679.28,116,0,420.27,Shell,0.7352
Crosstalk-Solutions/project-nomad,https://github.com/Crosstalk-Solutions/project-nomad,35964,2025-06-24T15:35:01+00:00,2026-08-18T19:52:19+00:00,494,535,1.15,420.3,409,76,0.12,TypeScript,0.9234
chatwoot/chatwoot,https://github.com/chatwoot/chatwoot,35952,2019-08-14T06:50:51+00:00,2026-08-18T17:39:12+00:00,4805,5769,7.01,2561.66,6253,148,0.21,Ruby,0.8329
medusajs/medusa,https://github.com/medusajs/medusa,35895,2020-01-18T13:39:04+00:00,2026-08-18T15:00:59+00:00,3857,3905,6.58,2404.38,9303,163,0.32,TypeScript,0.9877
filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,35892,2015-09-11T21:21:58+00:00,2026-07-31T10:06:58+00:00,2975,2975,10.94,3994.06,847,157,18.53,Go,1.0
wailsapp/wails,https://github.com/wailsapp/wails,35876,2018-12-15T23:14:06+00:00,2026-08-18T07:17:23+00:00,2363,2524,7.67,2802.98,2118,355,0.65,Go,0.9362
Yuan1z0825/nature-skills,https://github.com/Yuan1z0825/nature-skills,35871,2026-04-24T03:11:46+00:00,2026-08-18T16:00:07+00:00,30,30,0.32,116.82,136,0,0.28,Python,1.0
solidjs/solid,https://github.com/solidjs/solid,35861,2018-04-24T16:36:27+00:00,2026-08-18T22:41:09+00:00,1359,1376,8.32,3038.26,456,37,0.0,TypeScript,0.9876
OpenBMB/VoxCPM,https://github.com/OpenBMB/VoxCPM,35822,2025-09-16T03:41:49+00:00,2026-08-12T14:14:37+00:00,227,318,0.92,336.8,25,14,6.36,Python,0.7138
XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,35764,2023-05-18T10:08:02+00:00,2024-05-18T17:51:40+00:00,46,192,3.25,1188.53,18,0,822.21,Python,0.2396
junegunn/vim-plug,https://github.com/junegunn/vim-plug,35751,2013-09-10T14:58:51+00:00,2026-05-22T13:40:34+00:00,972,1045,12.94,4725.33,181,8,88.38,Vim Script,0.9301
alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,35712,2021-05-30T14:47:16+00:00,2026-05-14T13:53:04+00:00,81,118,5.22,1906.33,75,0,96.37,TypeScript,0.6864
airbnb/lottie-android,https://github.com/airbnb/lottie-android,35699,2016-10-06T22:42:42+00:00,2026-02-15T22:03:57+00:00,1755,1813,9.86,3603.0,720,63,184.03,Java,0.968
searxng/searxng,https://github.com/searxng/searxng,35694,2021-04-12T15:18:15+00:00,2026-08-17T12:09:49+00:00,1659,1838,5.35,1954.31,3144,0,1.44,Python,0.9026
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,35690,2015-03-26T19:58:06+00:00,2024-07-05T13:12:41+00:00,38,77,11.4,4163.12,912,0,774.4,JavaScript,0.4935
koajs/koa,https://github.com/koajs/koa,35688,2013-07-20T18:53:45+00:00,2026-08-11T12:48:44+00:00,915,933,13.08,4777.16,554,18,7.42,JavaScript,0.9807
opentofu/manifesto,https://github.com/opentofu/manifesto,35675,2023-08-13T16:17:24+00:00,2025-03-18T18:26:51+00:00,14,26,3.02,1101.27,765,0,518.18,HTML,0.5385
gchq/CyberChef,https://github.com/gchq/CyberChef,35610,2016-11-28T10:34:07+00:00,2026-08-18T18:46:40+00:00,821,1249,9.72,3550.51,796,458,0.17,JavaScript,0.6573
restic/restic,https://github.com/restic/restic,35582,2014-04-27T14:07:58+00:00,2026-08-01T20:25:16+00:00,2546,3010,12.31,4496.36,2442,51,17.1,Go,0.8458
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35573,2015-03-28T16:52:40+00:00,2025-01-01T19:14:38+00:00,20,30,11.39,4161.25,98,0,594.15,JavaScript,0.6667
microsoft/graphrag,https://github.com/microsoft/graphrag,35560,2024-03-27T17:57:52+00:00,2026-08-18T21:00:20+00:00,829,833,2.39,874.2,754,41,0.07,Python,0.9952
permissionlesstech/bitchat,https://github.com/permissionlesstech/bitchat,35550,2025-07-04T14:34:38+00:00,2026-08-16T06:06:55+00:00,365,404,1.12,410.34,508,20,2.7,Swift,0.9035
continuedev/continue,https://github.com/continuedev/continue,35532,2023-05-24T03:39:39+00:00,2026-08-18T16:30:27+00:00,6179,6667,3.24,1182.8,4078,827,0.26,TypeScript,0.9268
refinedev/refine,https://github.com/refinedev/refine,35527,2021-01-20T12:01:32+00:00,2026-06-05T15:19:38+00:00,1732,1743,5.58,2036.45,4697,1000,74.31,TypeScript,0.9937
drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,35512,2021-06-24T09:03:05+00:00,2026-08-18T17:31:05+00:00,2344,3720,5.15,1881.57,713,182,0.22,TypeScript,0.6301
jqlang/jq,https://github.com/jqlang/jq,35460,2012-07-18T19:57:25+00:00,2026-08-12T19:02:39+00:00,1990,2350,14.08,5144.12,709,16,6.16,C,0.8468
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,35408,2013-09-20T11:58:29+00:00,2026-03-17T16:13:31+00:00,4045,4155,12.91,4715.45,327,109,154.27,JavaScript,0.9735
casey/just,https://github.com/casey/just,35352,2016-06-17T06:08:08+00:00,2026-08-12T23:47:50+00:00,1298,1468,10.17,3714.69,1794,146,5.96,Rust,0.8842
kuchin/awesome-cto,https://github.com/kuchin/awesome-cto,35339,2016-12-16T19:22:18+00:00,2026-03-02T12:50:21+00:00,15,15,9.67,3532.14,18,0,169.41,Undefined,1.0
tailscale/tailscale,https://github.com/tailscale/tailscale,35332,2020-01-31T22:00:03+00:00,2026-08-18T22:09:39+00:00,6590,10579,6.55,2391.03,8702,159,0.03,Go,0.6229
nativefier/nativefier,https://github.com/nativefier/nativefier,35285,2015-07-05T05:56:42+00:00,2023-09-29T13:45:16+00:00,982,1237,11.12,4062.7,261,99,1054.38,TypeScript,0.7939
typicode/husky,https://github.com/typicode/husky,35278,2014-06-23T12:14:21+00:00,2026-03-19T23:03:16+00:00,1032,1114,12.15,4439.44,263,80,151.99,JavaScript,0.9264
geekcomputers/Python,https://github.com/geekcomputers/Python,35262,2011-11-30T09:04:08+00:00,2026-08-17T11:05:26+00:00,162,542,14.72,5375.57,2034,0,1.49,Python,0.2989
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,35245,2013-11-13T17:24:12+00:00,2026-08-18T13:29:30+00:00,727,728,12.76,4661.22,608,18,0.39,JavaScript,0.9986
VectifyAI/PageIndex,https://github.com/VectifyAI/PageIndex,35237,2025-04-01T10:53:54+00:00,2026-08-18T21:53:10+00:00,53,121,1.38,504.5,89,7,0.04,Python,0.438
blakeblackshear/frigate,https://github.com/blakeblackshear/frigate,35201,2019-01-26T13:52:38+00:00,2026-08-18T21:26:13+00:00,5954,6030,7.56,2761.37,4167,81,0.06,TypeScript,0.9874
fxsjy/jieba,https://github.com/fxsjy/jieba,35121,2012-09-29T07:52:01+00:00,2024-08-21T09:23:45+00:00,231,877,13.89,5071.62,96,9,727.56,Python,0.2634
geekan/HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,35102,2022-04-16T04:15:18+00:00,2025-05-19T14:10:41+00:00,103,142,4.34,1585.77,14,0,456.36,Undefined,0.7254
utmapp/UTM,https://github.com/utmapp/UTM,35047,2019-04-12T16:09:24+00:00,2026-08-05T07:54:18+00:00,2630,3704,7.35,2685.28,292,130,13.62,Swift,0.71
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,35037,2013-03-24T17:18:38+00:00,2024-08-14T07:04:25+00:00,0,0,13.4,4895.23,592,0,734.66,Go,0.0
netty/netty,https://github.com/netty/netty,35037,2010-11-09T09:22:21+00:00,2026-08-18T12:31:34+00:00,6365,6948,15.77,5761.56,5761,13,0.43,Java,0.9161
DayuanJiang/next-ai-draw-io,https://github.com/DayuanJiang/next-ai-draw-io,35033,2025-03-23T15:03:48+00:00,2026-08-18T21:44:31+00:00,189,332,1.41,513.32,443,18,0.04,TypeScript,0.5693
bumptech/glide,https://github.com/bumptech/glide,35026,2013-07-08T22:52:33+00:00,2026-08-17T07:19:17+00:00,3941,4534,13.11,4789.0,640,59,1.64,Java,0.8692
sorrycc/awesome-javascript,https://github.com/sorrycc/awesome-javascript,35016,2014-07-01T15:59:02+00:00,2026-08-17T07:30:04+00:00,107,112,12.13,4431.28,413,0,1.64,Undefined,0.9554
hehonghui/awesome-english-ebooks,https://github.com/hehonghui/awesome-english-ebooks,35010,2022-06-28T02:45:44+00:00,2026-08-14T21:46:01+00:00,0,0,4.14,1512.83,0,0,4.04,CSS,0.0
zellij-org/zellij,https://github.com/zellij-org/zellij,34985,2020-09-01T14:04:28+00:00,2026-08-18T06:54:02+00:00,1303,2830,5.96,2177.36,1523,69,0.66,Rust,0.4604
awesome-foss/awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin,34923,2014-12-23T08:41:22+00:00,2026-08-16T10:22:10+00:00,108,108,11.65,4256.59,369,0,2.52,Undefined,1.0
laravel/framework,https://github.com/laravel/framework,34873,2013-01-10T21:27:28+00:00,2026-08-18T20:33:37+00:00,19254,19311,13.6,4968.06,18486,966,0.09,PHP,0.997
gitroomhq/postiz-app,https://github.com/gitroomhq/postiz-app,34834,2023-07-08T17:24:22+00:00,2026-08-18T15:07:36+00:00,631,791,3.11,1137.22,299,199,0.32,TypeScript,0.7977
esengine/DeepSeek-Reasonix,https://github.com/esengine/DeepSeek-Reasonix,34779,2026-04-21T08:27:02+00:00,2026-08-18T21:44:33+00:00,3039,4106,0.33,119.6,3352,189,0.04,Go,0.7401
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,34671,2019-09-05T21:30:20+00:00,2026-07-24T22:21:57+00:00,3102,3574,6.95,2539.05,0,10,25.02,Python,0.8679
qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,34641,2019-01-08T06:01:56+00:00,2026-08-18T14:15:53+00:00,973,1117,7.61,2779.7,161,55,0.36,JavaScript,0.8711
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,34585,2016-07-16T10:19:45+00:00,2025-10-11T14:51:22+00:00,334,344,10.09,3685.52,705,0,311.33,C++,0.9709
BVLC/caffe,https://github.com/BVLC/caffe,34560,2013-09-12T18:39:48+00:00,2024-07-31T23:10:28+00:00,3939,5228,12.93,4723.17,1087,14,747.98,C++,0.7534
lissy93/web-check,https://github.com/lissy93/web-check,34534,2023-06-25T14:32:11+00:00,2026-08-11T09:01:27+00:00,145,149,3.15,1150.34,74,3,7.57,TypeScript,0.9732
ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,34488,2013-12-20T08:26:28+00:00,2026-08-18T07:07:50+00:00,1268,1360,12.66,4624.6,202,62,0.65,Python,0.9324
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,34485,2019-04-15T10:05:54+00:00,2026-08-17T22:52:51+00:00,1087,1113,7.34,2682.53,1037,130,1.0,Go,0.9766
kovidgoyal/kitty,https://github.com/kovidgoyal/kitty,34461,2016-10-16T14:48:28+00:00,2026-08-18T21:31:41+00:00,6982,6991,9.84,3593.33,1492,143,0.05,Python,0.9987
nothings/stb,https://github.com/nothings/stb,34433,2014-05-25T16:51:23+00:00,2026-08-02T06:42:09+00:00,738,987,12.23,4468.25,294,0,16.67,C,0.7477
anthropics/financial-services,https://github.com/anthropics/financial-services,34393,2026-02-23T19:24:50+00:00,2026-08-04T14:41:29+00:00,9,88,0.48,176.14,40,0,14.34,Python,0.1023
raysan5/raylib,https://github.com/raysan5/raylib,34387,2013-10-24T15:46:04+00:00,2026-08-18T12:33:31+00:00,2215,2227,12.82,4681.29,2658,25,0.43,C,0.9946
derailed/k9s,https://github.com/derailed/k9s,34383,2019-01-25T18:46:02+00:00,2026-08-18T09:21:22+00:00,2327,2374,7.56,2762.17,1065,258,0.56,Go,0.9802
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,34375,2013-01-14T21:40:56+00:00,2026-08-18T10:56:28+00:00,11132,11230,13.59,4964.05,4159,120,0.49,Java,0.9913
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,34371,2017-04-24T14:06:31+00:00,2024-08-03T01:59:11+00:00,1667,2007,9.32,3403.36,174,15,745.87,C++,0.8306
huggingface/diffusers,https://github.com/huggingface/diffusers,34340,2022-05-30T16:04:02+00:00,2026-08-18T20:15:11+00:00,4724,5530,4.22,1541.28,6023,92,0.11,Python,0.8542
xitu/gold-miner,https://github.com/xitu/gold-miner,34328,2015-11-04T03:29:13+00:00,2024-04-17T09:44:37+00:00,5590,5604,10.79,3940.8,3563,0,853.54,Undefined,0.9975
jaredpalmer/formik,https://github.com/jaredpalmer/formik,34323,2017-06-14T19:50:59+00:00,2025-11-10T17:02:06+00:00,1567,2270,9.18,3352.12,836,200,281.24,TypeScript,0.6903
nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,34288,2009-05-27T16:29:46+00:00,2024-08-15T20:32:32+00:00,6379,6379,17.23,6292.26,218,0,733.09,Undefined,1.0
python-poetry/poetry,https://github.com/python-poetry/poetry,34288,2018-02-28T15:23:47+00:00,2026-08-17T22:01:20+00:00,5871,6359,8.47,3093.31,2542,151,1.03,Python,0.9233
TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,34214,2017-07-13T06:12:33+00:00,2026-03-07T14:45:13+00:00,203,224,9.1,3323.69,798,0,164.34,JavaScript,0.9062
openai/CLIP,https://github.com/openai/CLIP,34191,2020-12-16T11:24:42+00:00,2026-03-25T18:46:40+00:00,193,445,5.67,2071.47,30,0,146.17,Jupyter Notebook,0.4337
balena-io/etcher,https://github.com/balena-io/etcher,34187,2015-10-27T16:53:23+00:00,2026-06-02T09:25:23+00:00,1862,2502,10.81,3948.25,1733,291,77.56,TypeScript,0.7442
swc-project/swc,https://github.com/swc-project/swc,34178,2017-12-22T11:40:14+00:00,2026-08-18T12:54:43+00:00,3878,4232,8.66,3161.46,6168,816,0.41,Rust,0.9164
backstage/backstage,https://github.com/backstage/backstage,34174,2020-01-24T22:39:49+00:00,2026-08-18T22:06:58+00:00,7550,7732,6.57,2398.01,21591,542,0.03,TypeScript,0.9765
ehang-io/nps,https://github.com/ehang-io/nps,34165,2018-11-04T13:22:51+00:00,2024-05-30T03:51:08+00:00,699,1204,7.79,2844.39,74,59,810.79,Go,0.5806
seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,34133,2014-07-14T16:41:37+00:00,2026-08-18T22:38:03+00:00,3334,4018,12.1,4418.25,5286,316,0.01,Go,0.8298
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,34124,2015-09-18T23:04:55+00:00,2026-02-12T18:51:57+00:00,618,629,10.92,3986.99,117,42,187.16,JavaScript,0.9825
testerSunshine/12306,https://github.com/testerSunshine/12306,34092,2017-05-17T12:23:40+00:00,2023-04-02T03:19:43+00:00,466,690,9.26,3380.43,31,1,1234.81,Python,0.6754
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,34081,2017-11-10T06:27:29+00:00,2024-07-24T02:02:52+00:00,74,175,8.77,3203.68,15,0,755.86,Java,0.4229
aristocratos/btop,https://github.com/aristocratos/btop,34079,2021-05-06T18:40:21+00:00,2026-08-08T19:49:45+00:00,525,983,5.28,1930.17,454,55,10.12,C++,0.5341
lightpanda-io/browser,https://github.com/lightpanda-io/browser,34077,2023-02-07T15:19:34+00:00,2026-08-18T21:43:17+00:00,426,501,3.53,1288.31,2470,20,0.04,Zig,0.8503
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,34075,2023-02-01T02:43:30+00:00,2024-02-25T09:49:39+00:00,138,576,3.55,1294.84,5,0,905.54,Python,0.2396
zxing/zxing,https://github.com/zxing/zxing,34069,2011-10-12T14:07:27+00:00,2026-08-17T06:52:29+00:00,1352,1352,14.85,5424.36,387,32,1.66,Java,1.0
qdrant/qdrant,https://github.com/qdrant/qdrant,34049,2020-05-30T21:37:01+00:00,2026-08-18T22:32:14+00:00,1470,1959,6.22,2271.05,6649,116,0.01,Rust,0.7504
fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,34034,2012-05-10T03:00:55+00:00,2026-08-17T02:22:22+00:00,7668,8183,14.27,5213.82,2212,67,1.85,Rust,0.9371
OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,34022,2023-08-28T02:18:13+00:00,2026-07-24T08:01:27+00:00,287,333,2.98,1086.85,161,12,25.62,Python,0.8619
chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,34010,2023-03-02T09:04:28+00:00,2024-01-06T02:41:20+00:00,136,364,3.46,1265.57,21,0,955.84,Python,0.3736
agentscope-ai/QwenPaw,https://github.com/agentscope-ai/QwenPaw,33988,2026-02-24T03:42:56+00:00,2026-08-18T10:56:26+00:00,2863,3540,0.48,175.8,2199,107,0.49,Python,0.8088
MonitorControl/MonitorControl,https://github.com/MonitorControl/MonitorControl,33988,2017-09-16T21:13:40+00:00,2026-08-11T12:43:28+00:00,1014,1026,8.92,3258.07,223,26,7.42,Swift,0.9883
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,33950,2017-08-09T03:37:15+00:00,2025-08-18T04:35:31+00:00,1047,1618,9.03,3296.8,531,68,365.76,JavaScript,0.6471
NginxProxyManager/nginx-proxy-manager,https://github.com/NginxProxyManager/nginx-proxy-manager,33898,2017-12-20T23:01:16+00:00,2026-08-12T03:02:03+00:00,2567,3319,8.66,3162.99,740,88,6.82,TypeScript,0.7734
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,33894,2012-08-13T22:36:09+00:00,2026-08-18T03:32:44+00:00,492,549,14.01,5118.01,692,0,0.8,JavaScript,0.8962
lib-pku/libpku,https://github.com/lib-pku/libpku,33864,2018-11-22T13:33:06+00:00,2022-01-05T04:09:27+00:00,32,43,7.74,2826.39,22,0,1686.78,TeX,0.7442
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,33857,2020-04-27T21:45:16+00:00,2026-08-18T22:31:43+00:00,659,868,6.31,2304.04,5666,764,0.01,C++,0.7592
K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,33832,2025-10-19T20:54:15+00:00,2026-08-18T20:36:00+00:00,75,77,0.83,303.08,76,101,0.09,Python,0.974
TabbyML/tabby,https://github.com/TabbyML/tabby,33827,2023-03-16T09:18:01+00:00,2026-06-30T20:38:02+00:00,756,1014,3.43,1251.56,3002,249,49.09,Rust,0.7456
explosion/spaCy,https://github.com/explosion/spaCy,33827,2014-07-03T15:15:40+00:00,2026-08-07T11:44:36+00:00,5594,5770,12.13,4429.31,3603,137,11.46,Python,0.9695
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,33793,2017-07-18T00:06:14+00:00,2026-08-05T15:34:29+00:00,82,82,9.09,3318.95,182,5,13.3,Go,1.0
SerenityOS/serenity,https://github.com/SerenityOS/serenity,33761,2018-12-02T19:28:41+00:00,2026-08-18T13:25:45+00:00,3589,4315,7.71,2816.14,20153,0,0.39,C++,0.8317
k3s-io/k3s,https://github.com/k3s-io/k3s,33759,2018-05-31T01:37:46+00:00,2026-08-18T18:26:58+00:00,7638,7690,8.22,3001.88,4865,1000,0.18,Go,0.9932
mli/paper-reading,https://github.com/mli/paper-reading,33706,2021-10-22T06:34:51+00:00,2025-03-22T03:49:35+00:00,0,0,4.82,1761.68,15,0,514.79,Undefined,0.0
Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,33695,2023-08-16T11:56:07+00:00,2026-06-18T18:38:25+00:00,316,559,3.01,1098.45,397,0,61.17,Python,0.5653
alibaba/easyexcel,https://github.com/alibaba/easyexcel,33673,2018-02-06T03:14:08+00:00,2024-10-29T06:07:07+00:00,3128,3617,8.53,3115.82,190,14,658.69,Java,0.8648
anthropics/claude-plugins-official,https://github.com/anthropics/claude-plugins-official,33671,2025-11-20T18:36:20+00:00,2026-08-18T22:11:23+00:00,173,1072,0.74,271.17,3194,0,0.03,Python,0.1614
anoma/anoma,https://github.com/anoma/anoma,33662,2021-02-02T10:00:16+00:00,2026-06-15T14:56:43+00:00,630,720,5.54,2023.53,898,12,64.33,Elixir,0.875
valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,33651,2021-08-09T14:17:24+00:00,2026-07-06T12:44:31+00:00,2450,2804,5.02,1835.35,24,300,43.42,C,0.8738
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,33636,2016-07-30T18:18:32+00:00,2024-08-15T10:38:10+00:00,1285,1597,10.05,3671.19,88,117,733.51,Java,0.8046
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,33609,2014-07-08T05:44:19+00:00,2024-06-02T22:46:41+00:00,52,71,12.11,4424.71,197,0,807.0,Ruby,0.7324
binwiederhier/ntfy,https://github.com/binwiederhier/ntfy,33593,2021-10-23T19:25:32+00:00,2026-08-18T21:43:12+00:00,950,1274,4.82,1760.14,421,108,0.04,Go,0.7457
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,33562,2012-04-20T13:10:49+00:00,2024-04-01T09:07:32+00:00,0,0,14.33,5233.4,70,2,869.57,Python,0.0
apache/kafka,https://github.com/apache/kafka,33546,2011-08-15T18:06:16+00:00,2026-08-18T22:22:51+00:00,0,0,15.01,5482.2,13855,0,0.02,Java,0.0
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,33465,2020-10-18T16:23:12+00:00,2026-08-18T21:56:48+00:00,1069,1182,5.83,2130.27,12335,15,0.04,Python,0.9044
XX-net/XX-Net,https://github.com/XX-net/XX-Net,33452,2015-01-15T09:35:51+00:00,2026-06-21T23:53:56+00:00,5445,13367,11.59,4233.55,364,390,57.95,Python,0.4073
microsoft/WSL,https://github.com/microsoft/WSL,33432,2016-04-06T17:32:56+00:00,2026-08-18T22:11:35+00:00,11523,12434,10.37,3786.22,1428,108,0.03,C++,0.9267
AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,33395,2011-05-31T21:28:44+00:00,2023-01-17T19:30:05+00:00,0,0,15.22,5558.05,710,40,1309.14,Objective-C,0.0
nicolargo/glances,https://github.com/nicolargo/glances,33373,2011-12-04T08:49:15+00:00,2026-08-18T11:20:49+00:00,2124,2220,14.71,5371.58,829,61,0.48,Python,0.9568
lutzroeder/netron,https://github.com/lutzroeder/netron,33362,2010-12-26T12:53:43+00:00,2026-08-18T12:11:10+00:00,1257,1272,15.65,5714.41,1,9,0.44,JavaScript,0.9882
langfuse/langfuse,https://github.com/langfuse/langfuse,33342,2023-05-18T17:47:09+00:00,2026-08-18T19:52:28+00:00,2564,2865,3.25,1188.21,7551,655,0.12,TypeScript,0.8949
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,33340,2023-03-11T14:53:14+00:00,2024-08-03T00:38:07+00:00,819,1012,3.44,1256.33,281,0,745.92,TypeScript,0.8093
MetaCubeX/mihomo,https://github.com/MetaCubeX/mihomo,33336,2021-05-20T11:06:33+00:00,2026-08-18T00:18:57+00:00,1534,1984,5.25,1916.49,323,62,0.94,Python,0.7732
google/comprehensive-rust,https://github.com/google/comprehensive-rust,33315,2022-12-21T15:17:24+00:00,2026-08-05T08:02:33+00:00,256,373,3.66,1336.31,2512,0,13.61,Rust,0.6863
remix-run/remix,https://github.com/remix-run/remix,33311,2020-10-26T19:57:28+00:00,2026-08-18T21:35:39+00:00,2747,2774,5.81,2122.12,4038,639,0.05,TypeScript,0.9903
alibaba/nacos,https://github.com/alibaba/nacos,33280,2018-06-15T06:49:27+00:00,2026-08-18T15:41:18+00:00,9618,9785,8.18,2986.67,3888,98,0.3,Java,0.9829
motiondivision/motion,https://github.com/motiondivision/motion,33277,2018-11-16T09:48:38+00:00,2026-08-18T11:26:57+00:00,1839,1943,7.76,2832.54,1284,0,0.47,TypeScript,0.9465
zeromicro/go-zero,https://github.com/zeromicro/go-zero,33263,2020-08-07T15:37:57+00:00,2026-08-17T19:53:59+00:00,1884,1995,6.03,2202.3,2511,154,1.12,Go,0.9444
dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,33233,2021-01-27T16:03:30+00:00,2026-08-16T16:33:00+00:00,1427,1741,5.56,2029.28,1171,216,2.26,Python,0.8196
waydabber/BetterDisplay,https://github.com/waydabber/BetterDisplay,33224,2021-10-24T08:32:56+00:00,2026-08-18T21:57:21+00:00,3070,3289,4.82,1759.59,2,133,0.04,Undefined,0.9334
certbot/certbot,https://github.com/certbot/certbot,33203,2014-11-12T02:52:20+00:00,2026-08-18T20:29:04+00:00,5450,5572,11.77,4297.83,4131,72,0.1,Python,0.9781
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,33196,2013-06-03T04:12:04+00:00,2024-08-13T00:53:33+00:00,2545,5381,13.21,4824.77,35,0,735.91,C,0.473
linshenkx/prompt-optimizer,https://github.com/linshenkx/prompt-optimizer,33181,2025-02-12T06:06:49+00:00,2026-08-13T14:23:12+00:00,217,224,1.51,552.7,60,47,5.35,TypeScript,0.9688
qier222/YesPlayMusic,https://github.com/qier222/YesPlayMusic,33163,2020-10-09T10:04:21+00:00,2026-06-14T12:57:40+00:00,1203,1849,5.86,2139.53,297,32,65.41,Vue,0.6506
